drugmort,aamort,chmort,infmort,physdistr,mentdistr,diabetic,hiv,foodins,healthyfood,mvmort,sleep,uninsure,chuninsure,healthcost,othpcp,disconyouth,houseincome,freelunch,segbw,segnww,homicide,firearm,under18,over65,aframer,amerindian,asian,hawaiin,hispanic,nonhispanicw,nonenglish,female,rural,lifelost,fairhealth,unhdays,mentunhdeays,lowbirth,smokers,obese,foodindex,physinactive,accessexercise,excdrinking,alcoholdrive,chlamydia,teenbirth,uninsureunder65,prevhospital,hba1c,mammogram,graduation,somecollege,laborforce,unemployed,chpoverty,chpovertyb,chpovertyhis,chpovertyw,X80income,X20income,singparent,socialassoc,violcrime,severehous,commute,new_pcp_ratio,new_mhp_ratio,new_othpcp_ratio,new_dent_ratio
2.197224577,6.049733455,4.33073334,2.079441542,2.63905733,2.63905733,14,271,20,9,2.708050201,3.663561646,16,5,9.176266392,141,12,10.75137096,76,44,42,2.48490665,2.890371758,22.9,2.740840024,37,0.3,1.1,0.1,3.6,56.7,0.7,52.8,25.8,9.073145133,3.091042453,1.547562509,4.4,2.302585093,21,34,6,28,74,11,29,6.591673732,42,13,3.871201011,88,64,91,58,46644,6.1,29,46,50,12,86760,9.743494841,3.761200116,17.7,6.924612396,2.890371758,16,717,6.131226489,6.561030666,7.314552832
3.295836866,6.29156914,3.970291914,1.945910149,2.63905733,2.63905733,16,97,15,3,3.135494216,3.555348061,18,5,9.293301893,60,20,10.62352006,61,52,18,1.609437912,2.708050201,21.5,2.928523524,4,0.4,0.6,0,1.6,92,0.4,51,77,9.276128113,2.995732274,1.568615918,4.7,2.302585093,22,33,7.4,33,69,12,25,5.924255797,52,15,4.219507705,85,56.3,83,48,11768,6.9,29,44,57,30,79826,9.704182591,3.713572067,8.4,5.752572639,2.63905733,49,1495,8.177796683,7.424165281,8.465478756
3.17805383,6.156978986,4.394449155,2.48490665,2.63905733,2.63905733,14,97,14,3,2.833213344,3.583518938,18,6,9.160940022,67,17,10.75338204,55,51,52,1.609437912,2.772588722,23.7,2.734367509,6.7,0.4,0.7,0.1,5.1,85.6,1.3,50.8,65.8,9.042631528,3.044522438,1.609437912,4.5,2.197224577,22,31,7.8,33,44,13,24,5.910796644,48,15,4.094344562,85,58.4,92,47,14702,5.7,21,44,48,21,84433,9.903687533,3.526360525,9.9,6.061456919,2.564949357,45,6254,7.874358825,7.314552832,8.162231065
2.890371758,6.03068526,4.060443011,1.945910149,2.63905733,2.63905733,12,158,15,5,2.564949357,3.610917913,17,5,9.15641203,111,14,10.83698932,54,35,31,1.791759469,2.63905733,23.5,2.721295428,11.7,0.4,0.9,0,5.5,79.8,1,51.6,41.6,9.035272444,2.995732274,1.589235205,4.6,2.197224577,21,34,7.4,29,54,13,22,6.01615716,46,13,3.871201011,85,65.9,91,59.5,41959,5.3,19,40,49,16,88068,9.941986852,3.583518938,11.1,6.259581464,2.708050201,44,1500,6.104793232,6.807934944,7.470224136
2.890371758,6.171700597,4.007333185,1.945910149,2.772588722,2.708050201,15,72,15,2,3.135494216,3.583518938,21,7,9.167745974,59,21,10.5418353,65,70,37,1.609437912,2.890371758,21.9,2.995732274,2.2,0.6,0.5,0.1,4.3,91.1,0.8,50.5,76.1,9.16785032,3.135494216,1.667706821,4.9,2.079441542,24,36,7.6,35,72,12,39,5.446737372,60,17,4.110873864,87,57.9,95,40.5,19037,6.4,29,44,61,29,75695,9.720885957,3.401197382,10.6,6.00635316,2.63905733,41,3479,7.958926493,7.43543802,7.958926493
2.772588722,6.025865974,4.094344562,1.945910149,2.63905733,2.564949357,10,174,16,13,2.564949357,3.610917913,15,5,9.178436823,74,16,10.81180659,47,35,31,1.945910149,2.772588722,26.9,2.174751721,18.9,0.7,2.5,0.5,9.9,64.3,1.1,50,19.7,8.894807371,3.091042453,1.568615918,4.3,2.079441542,24,29,6.3,26,51,13,29,6.894670039,40,12,4.077537444,83,54.4,97,68.6,78128,6,18,38,23,18,88989,10.06654134,3.496507561,7.3,6.295266001,2.63905733,32,2435,6.410174882,7.210079628,7.790696031
3.218875825,6.184148891,4.317488114,1.945910149,2.708050201,2.708050201,12,148,16,9,2.995732274,3.583518938,17,5,9.286653055,56,32,10.73785214,64,46,33,2.302585093,2.890371758,19.8,2.797281335,3.6,0.5,0.2,0,1.2,93.3,0.3,45.4,99.9,9.05438807,3.044522438,1.648658626,4.7,2.197224577,24,30,6.7,32,19,12,17,5.099866428,37,14,4.276666119,86,58.7,96,31.1,7829,7.6,29,44,65,33,77440,9.725138096,3.295836866,7.8,5.493061443,2.48490665,52,10830,9.975715187,7.491087594,8.877102898
2.63905733,6.167516491,4.127134385,2.197224577,2.708050201,2.63905733,16,112,17,4,2.995732274,3.610917913,18,6,9.277718607,117,25,10.59528382,60,53,53,1.609437912,2.48490665,21.9,2.965273066,10.6,0.2,0.4,0.1,4,83.4,1,51.5,61.6,9.15809926,3.044522438,1.609437912,4.7,2.197224577,22,34,6.9,38,54,12,14,5.802118375,53,14,4.060443011,90,61,88,49.1,12475,8.9,27,57,42,23,77250,9.663579255,3.688879454,16.2,5.891644212,2.48490665,22,2210,8.027476531,6.746412129,7.765144903
2.995732274,6.280395839,4.094344562,1.945910149,2.708050201,2.708050201,15,32,15,1,3.091042453,3.555348061,19,5,9.203919804,54,17,10.50001369,62,46,34,1.609437912,2.995732274,22.1,2.990719732,0.7,0.4,0.3,0,1.4,96,0.2,50.9,84.2,9.263312257,3.044522438,1.62924054,4.7,2.197224577,22,33,7.7,35,40,11,13,5.147494477,39,15,4.454347296,87,62,91,41.3,9068,7.3,26,44,44,29,71904,9.637240761,2.995732274,8.6,5.505331536,2.48490665,45,2203,9.311542252,7.519692404,8.395251521
3.17805383,6.144185634,3.761200116,1.791759469,2.708050201,2.708050201,13,118,16,10,2.63905733,3.496507561,19,5,9.174816816,169,14,10.61223738,51,48,31,1.386294361,2.63905733,21.2,2.797281335,2.2,0.8,1.4,0.1,6,88.8,2.4,50.7,35,9.037771107,3.044522438,1.648658626,4.7,1.945910149,23,33,6.5,27,62,13,27,5.860786223,33,15,4.189654742,88,66.1,93,54.7,32419,6,24,76,51,28,74154,9.522812613,3.496507561,11.5,5.983936281,2.944438979,29,1399,6.329720906,6.383506635,7.481555702
2.833213344,6.248042875,4.465908119,2.302585093,2.708050201,2.708050201,14,66,16,5,3.218875825,3.610917913,18,5,9.29320985,65,22,10.59320385,64,34,22,1.609437912,2.890371758,23,2.884800713,2.1,0.6,0.5,0.1,4.9,90.6,0.7,50.8,68,9.236592743,3.091042453,1.62924054,4.8,2.197224577,23,30,7.1,38,44,12,18,5.686975356,57,15,4.369447852,85,59.3,81,39.8,13101,7.6,33,44,66,35,76265,9.610591913,3.555348061,12.3,5.730099783,2.564949357,29,2332,8.192570471,7.34536484,8.443977129
3.688879454,6.242223265,3.951243719,2.302585093,2.63905733,2.63905733,13,62,15,9,2.944438979,3.555348061,16,5,9.284148299,74,22,10.69055759,58,35,31,1.609437912,2.890371758,19.5,3.08190997,2.7,0.4,0.6,0,1.7,93,0.3,50.9,51,9.291367211,2.944438979,1.568615918,4.7,2.302585093,21,34,7,35,60,11,21,5.476463552,41,13,4.189654742,89,57.9,92,51.3,22729,6.6,25,29,63,26,84160,9.689489553,3.36729583,14.8,5.693732139,2.564949357,44,2930,7.828834528,7.210079628,7.61529834
2.890371758,6.054439346,4.043051268,1.791759469,2.564949357,2.564949357,13,161,12,2,2.995732274,3.555348061,17,6,9.228376734,77,17,10.88580944,49,60,46,1.791759469,2.772588722,24.8,2.63188884,7.4,0.5,0.6,0.1,6.4,84,1.4,50.8,53.2,9.066239028,2.890371758,1.458615023,4.3,2.079441542,20,36,8.3,33,79,13,38,5.805134969,46,14,4.127134385,88,63.1,95,52.7,34102,4.9,18,42,38,11,91170,10.20570103,3.33220451,11,6.059123196,2.48490665,48,2618,7.701652363,7.165493475,8.04462628
2.708050201,5.840641657,3.80666249,1.791759469,2.564949357,2.564949357,10,156,14,6,2.302585093,3.610917913,15,5,9.160414563,92,10,11.00246644,42,27,24,1.386294361,2.397895273,24.9,2.282382386,14.1,0.5,3.4,0.1,7.5,72.7,1.8,50.7,17,8.76499033,2.833213344,1.481604541,4.2,2.079441542,18,33,7.5,26,75,14,23,6.182084907,30,12,4.17438727,87,68.6,94,67.4,152997,4.6,14,20,30,10,101650,10.20444363,3.295836866,7.2,6.079933195,2.708050201,42,2222,7.204149292,6.993932975,7.569927655
3.258096538,6.403574198,4.465908119,1.945910149,2.833213344,2.772588722,13,60,19,3,2.833213344,3.583518938,19,5,9.500544262,91,24,10.41193034,75,46,45,1.609437912,2.995732274,24.7,2.76000994,0.3,0.3,0.3,0,0.8,97.4,0,50.6,80.6,9.472858471,3.17805383,1.722766598,5.2,2.197224577,25,29,6.7,39,21,12,38,5.318119994,60,15,4.804021045,84,50.3,93,36.6,8081,9.6,34,44,44,37,59599,9.459541458,3.555348061,6.8,5.488937726,2.708050201,30,2199,8.387084506,7.001245622,8.204671829
3.091042453,6.045005314,3.850147602,1.945910149,2.63905733,2.63905733,12,98,14,5,2.708050201,3.555348061,24,7,9.192278229,97,15,10.64511533,61,54,36,1.609437912,2.48490665,21.1,2.90690106,1.1,0.5,1.3,0,5.4,90.7,2,51,56.6,9.060331105,3.044522438,1.589235205,4.7,2.197224577,20,31,7.5,37,82,12,30,5.703782475,51,20,3.761200116,87,62.6,85,48.6,49991,6.1,24,44,46,18,80358,9.875910785,3.583518938,10.4,5.726847748,2.708050201,39,2320,7.482681828,6.939253946,8.005700679
2.833213344,6.12905021,4.382026635,2.397895273,2.63905733,2.708050201,12,838,22,9,2.48490665,3.610917913,19,5,9.134430778,98,19,10.75786033,64,66,61,2.772588722,3.044522438,25.4,2.493205453,52.9,0.4,2.6,0.1,6.1,36.9,2,52.4,2.8,9.159152335,3.091042453,1.481604541,4.6,2.397895273,20,33,5.4,28,90,14,18,6.755768922,52,15,3.784189634,84,60.3,78,62.2,429430,6.6,31,44,51,10,99359,9.810165395,3.912023005,9.2,7.159291905,3.044522438,30,1235,6.708084084,6.928537818,7.290292882
3.496507561,6.133398043,4.094344562,1.945910149,2.564949357,2.564949357,14,111,13,1,3.135494216,3.555348061,18,6,9.326967184,52,19,10.7045021,58,43,31,1.609437912,2.48490665,23.5,2.753660712,2.2,0.5,0.3,0,2.5,93.3,0.2,50.2,82.9,9.175127616,2.890371758,1.526056303,4.4,2.197224577,20,37,8.1,32,22,13,31,5.393627546,47,14,4.510859507,87,54.7,93,37.2,8494,5.7,25,44,20,24,81969,9.755857236,3.218875825,6.8,5.549076085,2.772588722,45,2112,8.769040811,7.565275282,8.258163362
3.17805383,6.12249281,3.737669618,2.079441542,2.63905733,2.63905733,14,85,14,14,2.63905733,3.583518938,17,5,9.147081032,164,19,10.65199848,54,52,34,0.693147181,2.708050201,19.8,3.0301337,2.3,0.4,0.7,0,1.8,93.6,0.3,51.5,25.6,9.11712799,2.944438979,1.589235205,4.3,2.079441542,20,30,6.5,33,77,11,21,5.424950017,45,14,4.189654742,90,71.1,93,58.6,69138,5.9,25,27,54,25,83796,9.765661236,3.526360525,15.1,6.167516491,2.564949357,25,717,6.856461985,6.413458957,7.244227516
2.708050201,5.85220248,3.713572067,1.945910149,2.48490665,2.564949357,12,117,12,6,2.63905733,3.610917913,15,5,9.279213236,80,10,10.99902846,35,46,41,1.098612289,2.48490665,24.1,2.714694744,7,0.4,1.4,0.1,4.5,85.3,0.7,51.1,27.9,8.839711379,2.833213344,1.481604541,4.3,2.079441542,19,30,7.8,29,74,13,27,5.783825182,35,12,4.290459441,88,63.8,92,64.6,88328,4.7,14,26,28,9,104526,10.22582464,3.401197382,8.9,5.556828062,2.564949357,45,1745,7.387090236,7.136483209,7.858640656
2.890371758,6.177944114,3.737669618,1.791759469,2.564949357,2.564949357,14,166,16,8,2.944438979,3.610917913,15,4,9.253112464,58,19,10.89816424,57,45,37,1.791759469,2.564949357,25.3,2.602689685,18.3,0.5,0.7,0.4,2.6,75.9,0.9,50.8,55.1,9.048997222,2.995732274,1.547562509,4.5,2.197224577,22,35,6.8,34,68,13,34,6.091309882,40,12,4.060443011,84,60.6,98,51.2,27328,7.3,21,35,17,14,98849,10.02255865,3.555348061,9.9,6.313548046,2.564949357,54,3081,7.536363938,7.449498005,8.088254727
3.091042453,6.230481448,4.094344562,1.945910149,2.708050201,2.708050201,15,43,16,3,2.772588722,3.526360525,19,6,9.26350192,56,19,10.50892311,61,46,11,1.609437912,3.044522438,19,3.095577609,0.4,0.3,0.2,0,4.4,93.8,1.5,50.9,44.7,9.155567346,3.091042453,1.667706821,4.7,2.302585093,22,33,7.4,32,100,11,33,5.141663557,42,16,4.418840608,88,58,88,45.9,7059,8.1,28,44,44,26,66464,9.625293658,3.295836866,17.8,5.598421959,2.564949357,26,2245,8.404024493,7.487733761,8.180880942
3.496507561,6.300785795,4.127134385,1.945910149,2.708050201,2.708050201,14,44,15,0,3.091042453,3.555348061,20,6,9.25636481,52,20,10.51537045,73,46,29,1.609437912,3.17805383,22.6,2.827313622,0.3,0.5,0.2,0.1,1.5,96.4,0.3,50.4,100,9.361171262,3.044522438,1.648658626,4.8,2.302585093,24,31,7.8,38,31,12,29,5.484796933,60,16,4.510859507,87,62.8,93,33.7,7263,6.9,34,44,21,30,68690,9.700085352,3.433987204,5.2,5.733341277,2.833213344,62,6371,7.37337431,7.555905094,8.759825595
2.63905733,6.23636959,4.33073334,2.079441542,2.772588722,2.708050201,16,125,15,2,3.36729583,3.555348061,22,7,9.265585846,92,21,10.58042913,67,43,25,1.386294361,2.63905733,23.8,2.839078464,3.1,0.4,0.7,0.1,8.6,86,2.5,50.5,61.4,9.295967458,3.17805383,1.686398954,4.9,2.197224577,23,31,7.7,26,69,12,39,5.872117789,57,18,4.382026635,88,63.6,91,40.4,17812,5.8,30,21,59,25,71407,9.659120365,3.583518938,12,5.92157842,2.397895273,28,1903,7.275172319,6.996681488,7.834788107
2.944438979,6.068425588,4.189654742,2.197224577,2.63905733,2.63905733,13,152,15,6,2.302585093,3.583518938,16,5,9.157466882,243,10,10.72020101,48,54,40,1.098612289,2.48490665,19.6,2.856470206,4.3,0.4,1.4,0,3.4,89.1,0.3,51.1,26.4,9.063694792,2.944438979,1.547562509,4.5,2.079441542,22,32,7.2,31,72,13,32,5.533389489,28,13,4.110873864,90,69.3,90,67.4,57677,5.7,22,62,33,21,84446,9.764800033,3.465735903,13.4,5.877735782,2.708050201,22,613,5.857933154,6.018593214,7.483806688
2.48490665,6.06610809,3.713572067,2.079441542,2.708050201,2.63905733,15,36,18,4,2.708050201,3.583518938,16,5,9.286004276,82,11,10.54599912,56,43,34,1.609437912,2.995732274,19.6,2.862200881,8,0.4,1.2,0,2.4,86.9,0.2,51,67,9.040974526,3.091042453,1.62924054,4.7,2.197224577,22,31,6.8,34,34,13,37,6.206575927,27,13,4.317488114,88,61.4,94,56.2,15648,7,25,63,44,17,74321,9.605957144,3.401197382,16.9,5.533389489,2.708050201,22,1809,7.948031991,7.100851909,8.23562572
2.995732274,6.315358002,4.025351691,1.945910149,2.708050201,2.708050201,14,57,15,6,3.091042453,3.583518938,18,5,9.191768986,57,28,10.56227618,65,80,56,1.791759469,2.995732274,22.1,2.975529566,2,0.4,0.3,0.1,2.2,93.7,0.3,51.2,78.2,9.333442569,3.091042453,1.62924054,4.8,2.079441542,23,31,7.2,34,30,11,39,5.613128106,52,15,3.951243719,85,61.1,94,47.1,11350,6.2,28,44,44,27,66359,9.630694093,3.135494216,8.4,5.666426688,2.63905733,30,2922,9.087042156,7.477604243,7.988542983
2.197224577,5.267858159,3.258096538,1.098612289,2.302585093,2.397895273,9,80,8,3,1.791759469,3.465735903,9,4,9.053101596,106,9,11.55566881,13,37,28,0,2.079441542,27.9,2.493205453,4.4,0.2,3.9,0.1,4.8,85.4,0.7,51.2,19.4,8.206856428,2.48490665,1.193922468,3.6,1.945910149,15,26,8.9,20,67,15,21,5.135798437,10,8,3.713572067,90,72.9,96,83.7,105943,4.1,5,8,31,4,174728,10.65690635,2.708050201,12.4,4.86753445,2.48490665,44,662,6.638567789,6.84694314,7.169350017
3.091042453,5.826000107,3.496507561,1.609437912,2.48490665,2.48490665,13,90,11,4,2.564949357,3.496507561,14,5,9.29899207,95,11,11.08784931,35,33,29,1.386294361,2.48490665,24,2.701361213,6.8,0.5,1.5,0.1,3.9,85.8,1,50.9,38.5,8.785998208,2.708050201,1.410986974,4.2,2.079441542,18,32,8.1,28,77,14,38,5.537334267,30,11,4.219507705,87,65.5,96,65.8,63873,4.7,12,48,20,10,110829,10.22987338,3.258096538,10.2,5.746203191,2.564949357,47,2668,7.562161631,6.963189986,7.854769183
2.48490665,6.304448802,3.583518938,1.791759469,2.48490665,2.397895273,12,484,20,10,3.091042453,3.583518938,25,13,9.341894812,30,29,10.67039622,61,37,36,1.945910149,2.48490665,19.3,2.63905733,21.1,0.7,0.8,0.1,17.6,59.3,2.5,38.7,67.1,9.256078264,2.944438979,1.386294361,3.4,2.079441542,20,32,5.7,26,31,18,21,5.940171253,59,21,4.158883083,84,58.7,91,38.9,22824,4,27,46,43,14,84605,9.800180483,3.610917913,11.1,5.768320996,2.708050201,23,2305,7.869783903,8.127699853,7.91644286
2.079441542,6.077642243,3.850147602,1.791759469,2.564949357,2.48490665,13,184,20,13,3.044522438,3.555348061,27,12,9.262553243,53,22,10.72388393,64,45,36,1.791759469,2.708050201,26.1,2.721295428,15,0.8,1.1,0.1,21.6,61.1,4.9,51.1,43.1,9.060679597,3.091042453,1.526056303,3.9,2.197224577,20,38,5.4,29,70,17,24,6.340359304,58,22,4.060443011,81,62.2,92,52.2,37370,5.6,28,49,42,17,84301,9.8667717,3.688879454,12.2,5.840641657,2.772588722,15,1656,6.792344427,7.53796266,7.804659297
2.995732274,6.206575927,4.33073334,1.791759469,2.564949357,2.48490665,12,109,17,17,3.091042453,3.401197382,26,15,9.163982248,24,16,10.63489345,55,50,26,1.791759469,2.890371758,18.6,3.299533728,1.6,1.2,2,0.1,26.9,67.6,2.4,50.3,27.3,9.381179592,2.995732274,1.435084525,3.7,2.197224577,16,27,5.6,24,89,14,24,6.272877007,58,23,3.80666249,90,72.7,91,47.2,10092,5.1,33,37,35,39,97484,9.867912187,3.526360525,8,5.749392986,2.890371758,28,1784,7.195937226,8.34877454,8.06117136
2.397895273,5.932245187,3.663561646,1.609437912,2.48490665,2.397895273,10,163,14,18,3.135494216,3.465735903,26,16,9.243775148,30,16,10.9484529,67,42,25,1.386294361,2.833213344,25.5,2.646174797,7.2,1.8,1,0.2,35.8,54.3,5.8,49.2,63.9,8.944158831,2.944438979,1.335001067,3.4,1.945910149,16,33,6.1,22,57,18,31,6.079933195,45,23,4.043051268,83,54.7,94,47.2,37336,3.9,22,24,32,8,104717,10.10201049,3.33220451,8.1,5.777652323,2.833213344,53,3903,7.558516743,8.118207049,8.160803921
1.945910149,5.929589143,4.290459441,2.079441542,2.397895273,2.397895273,9,205,21,13,2.63905733,3.555348061,19,8,9.212537956,149,15,10.79740997,56,40,36,1.791759469,2.772588722,27.8,2.312535424,20.9,1.2,3.2,0.8,24.1,47.5,2.5,50,15.2,8.887238354,2.772588722,1.30833282,3.5,2.197224577,18,29,5.2,24,86,18,30,6.991176887,56,15,3.931825633,82,60.2,82,65.8,135742,4.7,23,29,30,12,93550,10.03548026,3.496507561,8.2,5.963579344,2.708050201,21,1206,6.257667588,6.508769137,7.184629153
2.302585093,5.85220248,3.951243719,1.791759469,2.564949357,2.397895273,9,348,13,12,2.397895273,3.583518938,23,9,9.226016851,73,15,10.86341232,64,43,24,1.791759469,2.302585093,26,2.442347035,7.3,1.2,3,0.2,59.5,28.7,6.1,50.7,4.5,8.833608483,3.044522438,1.410986974,3.3,2.197224577,13,27,7,21,96,17,36,6.343880434,48,19,3.761200116,83,57.5,88,62.7,874901,3.8,22,33,30,10,101094,9.973712997,3.63758616,5.9,6.165417854,2.890371758,32,1385,6.502790046,7.228388452,7.137278437
1.945910149,6.192362489,4.276666119,1.791759469,2.48490665,2.397895273,13,248,24,9,2.772588722,3.555348061,22,10,9.285726099,102,22,10.65761223,60,48,43,2.079441542,2.833213344,23.7,2.76000994,24.3,1,1.2,0.1,7.5,64.4,1.2,49.6,35.4,9.135940049,2.890371758,1.410986974,3.6,2.302585093,17,32,5,29,49,16,21,6.366470448,61,18,3.912023005,87,55.1,93,53.7,39300,4.8,26,51,29,18,86884,9.748528212,3.737669618,14.2,6.317164687,2.708050201,14,1260,7.087573706,6.89060912,7.573531263
2.079441542,5.80814249,3.784189634,1.609437912,2.302585093,2.197224577,9,154,15,7,2.63905733,3.433987204,18,10,9.313167682,42,16,11.17366936,45,39,37,1.386294361,2.397895273,26.8,2.406945108,13.1,0.8,6.5,0.1,29.7,49.1,4,49.3,22.5,8.750366278,2.772588722,1.223775432,3.1,2.079441542,14,31,7.1,24,77,19,36,5.883322388,43,16,4.077537444,83,54,93,66.7,167023,4.6,14,21,22,8,130375,10.30115568,3.33220451,7,5.164785974,2.63905733,48,1565,7.54009032,7.778211475,7.607381426
2.197224577,5.683579767,3.737669618,1.386294361,2.48490665,2.48490665,8,197,22,18,2.302585093,3.401197382,22,12,9.167641617,47,5,10.70922654,56,42,33,1.098612289,1.945910149,20.5,2.128231706,10.7,0.7,5.8,0.1,24.9,56.9,5.1,49.3,12.1,8.576593535,2.833213344,1.30833282,3.5,1.945910149,13,28,4.4,19,90,21,24,6.490723535,23,20,3.931825633,83,62.3,83,67.9,105943,3.4,20,44,30,11,91102,9.536473631,3.526360525,8.2,5.899897354,3.401197382,11,1182,7.148345744,7.663407665,7.587310506
2.772588722,6.246106765,4.189654742,2.397895273,2.48490665,2.397895273,10,137,18,16,2.63905733,3.433987204,25,12,9.217713126,69,14,10.64497241,59,51,31,1.504077397,2.772588722,22.6,2.980618636,3.5,0.8,0.6,0.1,21.4,72.5,1.4,50.5,40.4,9.14889041,2.890371758,1.410986974,3.6,2.197224577,16,25,5.6,26,61,16,26,6.011267174,49,21,4.043051268,85,54.2,96,51.5,15878,4.4,26,63,33,26,81016,9.809121927,3.496507561,16.7,5.733341277,2.397895273,14,1883,6.481577129,7.284820913,7.90359629
2.833213344,5.910796644,4.025351691,1.791759469,2.48490665,2.397895273,12,85,14,11,3.17805383,3.496507561,24,13,9.365119426,50,16,10.83708761,61,47,21,1.504077397,2.302585093,25.1,2.797281335,2.6,0.7,4.8,0.1,48.4,43.2,5.5,48.9,44.7,8.960981174,3.044522438,1.410986974,3.4,2.079441542,14,29,7,23,48,16,33,5.891644212,69,20,4.553876892,84,49.1,93,52.2,11831,3.9,26,37,33,16,102888,10.01583361,3.401197382,11.9,6.11368218,2.708050201,22,1816,9.30091207,7.595889918,8.202208436
1.098612289,5.749392986,3.828641396,1.791759469,2.833213344,2.63905733,9,208,12,16,2.197224577,3.555348061,44,14,9.381263884,45,23,10.43540908,85,60,22,0.693147181,1.386294361,31.3,2.549445171,0.4,0.6,0.8,0.1,88.8,9.8,17.9,51.7,8.4,8.714239144,3.465735903,1.589235205,4,2.079441542,14,33,6.7,26,74,15,33,6.169610732,69,33,4.043051268,85,55.1,90,46.7,164295,7.1,46,10,49,23,74425,9.479221815,3.688879454,5.3,5.529429088,3.218875825,22,2190,7.765569081,7.716906135,8.157370441
2.397895273,6.001414878,4.094344562,1.791759469,2.302585093,2.302585093,10,58,15,4,3.258096538,3.465735903,20,13,9.353747835,44,20,11.25521635,33,23,15,1.945910149,2.772588722,27.7,2.388762789,8.3,1.1,1.4,0.1,21.9,67.1,4.5,49.7,45.7,8.95312284,2.708050201,1.252762968,3.2,2.079441542,15,29,7.4,26,66,20,18,4.736198448,35,17,4.510859507,81,57,98,57,17895,5.3,12,9,15,7,132389,10.16692816,2.995732274,6.6,5.545177444,2.302585093,47,9536,8.621913502,7.734558844,9.874676471
2.197224577,6.086774727,4.276666119,1.945910149,2.564949357,2.48490665,12,241,20,8,3.258096538,3.526360525,30,14,9.357034751,23,21,10.62994861,65,33,30,1.386294361,2.63905733,25.7,2.791165108,14.2,1.6,0.6,0.1,22.6,61,4.9,49.1,63,9.090655529,3.044522438,1.481604541,3.7,1.945910149,18,30,5.9,30,47,16,27,6.240275845,70,25,4.418840608,82,57.8,92,44.7,20794,5.2,28,66,46,20,81542,9.746073219,3.63758616,9.8,6.054439346,2.833213344,32,2994,7.212294469,8.365206834,8.142063283
2.079441542,5.351858133,3.433987204,1.386294361,2.079441542,2.197224577,8,165,16,2,1.791759469,3.496507561,15,8,9.321523901,51,9,11.37162684,24,30,27,0.693147181,1.945910149,26.9,2.312535424,9.4,0.7,13.5,0.1,15.2,59.4,4.1,50.9,5.2,8.287025025,2.397895273,0.993251773,2.9,2.079441542,13,25,7.4,19,95,18,33,5.59471138,17,13,3.871201011,88,65.4,96,80.1,484121,3.6,8,15,23,5,154590,10.55064315,2.995732274,6.2,5.036952602,2.63905733,45,1081,7.011213987,7.585788822,7.336936914
2.079441542,5.645446898,4.025351691,1.609437912,2.302585093,2.302585093,9,106,14,6,2.63905733,3.36729583,18,12,9.169205829,51,12,11.13257239,33,38,25,1.386294361,2.564949357,22.9,2.87356464,2,0.9,1.1,0.1,27.1,68.4,2.4,50.6,46.1,8.779095811,2.63905733,1.16315081,3.1,2.079441542,13,27,7.5,21,85,18,34,5.620400866,35,16,3.555348061,86,58.7,93,67.4,60421,3.7,13,37,21,8,125506,10.31085086,3.218875825,10.3,5.609471795,2.63905733,46,1330,6.812345094,7.578145472,7.37337431
2.944438979,6.011267174,4.262679877,1.945910149,2.397895273,2.302585093,10,69,17,3,2.995732274,3.401197382,25,15,9.362718052,59,19,10.90657964,58,54,33,1.386294361,2.708050201,24,2.87356464,3,1.4,1.1,0,17.8,75.8,3.1,50.6,59,9.118115428,2.772588722,1.280933845,3.4,1.945910149,15,29,7.2,25,52,18,31,5.837730447,50,22,3.988984047,77,56.8,97,53.7,20010,3.7,21,37,40,14,103378,10.00414704,3.295836866,11.4,5.741399338,2.833213344,30,3876,7.532623619,7.441906728,7.744136628
1.945910149,5.97126184,4.110873864,1.791759469,2.397895273,2.397895273,9,214,21,11,2.63905733,3.526360525,18,9,9.229358378,37,18,10.73615752,54,38,30,1.098612289,2.48490665,24.3,2.2300144,16.2,1.2,2.2,0.9,18.1,59.2,1.6,50.3,19.4,8.773848885,2.833213344,1.360976553,3.6,2.079441542,18,30,5.5,22,73,20,36,6.208590026,43,15,4.189654742,77,55.3,93,60.3,24857,4.8,24,17,25,16,90479,10.07903623,3.36729583,7.3,5.141663557,2.397895273,26,3778,7.830822995,7.899895323,8.236155662
2.48490665,5.843544417,4.043051268,1.945910149,2.48490665,2.397895273,9,790,19,8,2.302585093,3.526360525,30,13,9.312806704,80,16,10.85560864,72,50,36,2.079441542,2.397895273,26.7,2.292534757,22.3,1.1,6.2,0.1,39.5,30.6,11.5,50.8,0.7,8.830689199,2.995732274,1.360976553,3.2,2.079441542,16,28,6.1,23,98,18,34,6.401917197,56,25,3.850147602,86,60.8,84,55.1,1274040,4.3,27,34,35,12,103144,9.99149843,3.663561646,7.2,6.09356977,3.091042453,40,1483,6.716594774,7.136483209,7.159291905
1.945910149,5.451038454,3.526360525,1.609437912,2.197224577,2.197224577,8,141,16,4,1.945910149,3.433987204,17,9,9.364090972,47,8,11.23714561,33,38,31,0.693147181,1.945910149,25.8,2.208274414,9.3,0.9,8.2,0.1,19.2,60.9,3.8,50.8,6.9,8.374938144,2.564949357,1.131402111,2.9,1.945910149,14,22,7.1,20,96,20,27,5.749392986,22,14,3.951243719,86,63.9,94,75.3,423135,3.6,9,16,18,4,139323,10.43164216,3.135494216,5.9,5.141663557,2.63905733,46,1570,7.002155954,7.665284718,7.554334824
